LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
7770,-782,-3471,-117,-6,-2,7770,-782,-3471,-117,-6,-2,-659,5381,5961,59,58,7,-659,5381,5961,59,58,7,1623
7765,-792,-3418,-115,-9,-3,7765,-792,-3418,-115,-9,-3,-642,5346,5956,50,34,-1,-642,5346,5956,50,34,-1,1617
7758,-754,-3461,-109,-11,-4,7758,-754,-3461,-109,-11,-4,-645,5330,5951,56,56,9,-645,5330,5951,56,56,9,1622
7774,-791,-3464,-111,-12,-5,7774,-791,-3464,-111,-12,-5,-618,5345,5904,46,38,16,-618,5345,5904,46,38,16,1624
7755,-764,-3454,-108,-11,-4,7755,-764,-3454,-108,-11,-4,-645,5350,6000,54,44,4,-645,5350,6000,54,44,4,1618
7757,-771,-3450,-113,-11,-2,7757,-771,-3450,-113,-11,-2,-646,5364,5992,58,61,16,-646,5364,5992,58,61,16,1620
7772,-727,-3420,-109,-14,-3,7772,-727,-3420,-109,-14,-3,-665,5348,5967,42,44,15,-665,5348,5967,42,44,15,1621
7778,-778,-3448,-106,-13,-4,7778,-778,-3448,-106,-13,-4,-655,5382,6015,70,75,-8,-655,5382,6015,70,75,-8,1620
7780,-773,-3449,-114,-14,-3,7780,-773,-3449,-114,-14,-3,-618,5427,5944,43,41,8,-618,5427,5944,43,41,8,1615
7746,-757,-3461,-116,-8,-1,7746,-757,-3461,-116,-8,-1,-635,5355,5966,50,54,1,-635,5355,5966,50,54,1,1622
7768,-759,-3451,-113,-10,-2,7768,-759,-3451,-113,-10,-2,-669,5378,5961,56,43,9,-669,5378,5961,56,43,9,1622
7766,-760,-3453,-110,-11,-4,7766,-760,-3453,-110,-11,-4,-652,5362,5941,48,52,14,-652,5362,5941,48,52,14,1625
7759,-762,-3459,-107,-14,-4,7759,-762,-3459,-107,-14,-4,-596,5402,5957,63,25,0,-596,5402,5957,63,25,0,1612
7791,-747,-3424,-113,-13,-2,7791,-747,-3424,-113,-13,-2,-640,5386,5947,38,43,19,-640,5386,5947,38,43,19,1617
7771,-750,-3456,-108,-13,-3,7771,-750,-3456,-108,-13,-3,-668,5351,5949,53,43,3,-668,5351,5949,53,43,3,1625
7760,-771,-3423,-115,-11,-2,7760,-771,-3423,-115,-11,-2,-647,5351,5959,43,62,14,-647,5351,5959,43,62,14,1620
7768,-765,-3452,-107,-13,-5,7768,-765,-3452,-107,-13,-5,-615,5356,5938,64,56,11,-615,5356,5938,64,56,11,1610
7770,-769,-3485,-111,-11,-4,7770,-769,-3485,-111,-11,-4,-652,5366,5951,34,52,20,-652,5366,5951,34,52,20,1622
7768,-764,-3474,-108,-15,-4,7768,-764,-3474,-108,-15,-4,-634,5334,5943,64,48,-3,-634,5334,5943,64,48,-3,1620
7758,-771,-3472,-108,-10,-3,7758,-771,-3472,-108,-10,-3,-666,5357,5952,57,53,0,-666,5357,5952,57,53,0,1620
7754,-778,-3435,-115,-11,-3,7754,-778,-3435,-115,-11,-3,-599,5333,5946,68,60,5,-599,5333,5946,68,60,5,1615
7770,-797,-3474,-108,-14,-3,7770,-797,-3474,-108,-14,-3,-618,5306,5946,53,67,11,-618,5306,5946,53,67,11,1622
7774,-755,-3459,-108,-9,-2,7774,-755,-3459,-108,-9,-2,-646,5334,5961,52,32,2,-646,5334,5961,52,32,2,1619
7772,-749,-3446,-110,-13,-3,7772,-749,-3446,-110,-13,-3,-620,5378,5984,77,52,-8,-620,5378,5984,77,52,-8,1620
7782,-993,-3432,-110,-13,-4,7782,-993,-3432,-110,-13,-4,-657,5365,5938,44,45,14,-657,5365,5938,44,45,14,1621
7768,-770,-3469,-106,-14,-5,7768,-770,-3469,-106,-14,-5,-643,5335,5973,30,43,33,-643,5335,5973,30,43,33,1620
7773,-771,-3435,-104,-13,-2,7773,-771,-3435,-104,-13,-2,-635,5364,5964,63,59,11,-635,5364,5964,63,59,11,1610
7773,-765,-3474,-114,-10,-4,7773,-765,-3474,-114,-10,-4,-655,5378,5969,51,29,9,-655,5378,5969,51,29,9,1621
7758,-763,-3439,-108,-13,-2,7758,-763,-3439,-108,-13,-2,-634,5342,5983,51,44,8,-634,5342,5983,51,44,8,1622
7769,-748,-3463,-110,-13,-2,7769,-748,-3463,-110,-13,-2,-616,5342,5948,34,54,23,-616,5342,5948,34,54,23,1620
7764,-764,-3461,-106,-10,-2,7764,-764,-3461,-106,-10,-2,-639,5395,5987,60,58,11,-639,5395,5987,60,58,11,1611
7762,-772,-3443,-109,-13,-2,7762,-772,-3443,-109,-13,-2,-671,5331,5975,52,48,14,-671,5331,5975,52,48,14,1625
7774,-776,-3450,-114,-10,-3,7774,-776,-3450,-114,-10,-3,-647,5361,5964,52,56,7,-647,5361,5964,52,56,7,1625
7759,-756,-3449,-117,-11,-3,7759,-756,-3449,-117,-11,-3,-679,5294,5965,55,40,8,-679,5294,5965,55,40,8,1624
7768,-766,-3469,-111,-12,-1,7768,-766,-3469,-111,-12,-1,-659,5341,5969,59,60,7,-659,5341,5969,59,60,7,1625
7772,-767,-3480,-114,-11,-4,7772,-767,-3480,-114,-11,-4,-656,5376,5962,51,28,9,-656,5376,5962,51,28,9,1621
7776,-757,-3465,-107,-11,-4,7776,-757,-3465,-107,-11,-4,-646,5384,5997,59,40,6,-646,5384,5997,59,40,6,1621
7755,-762,-3441,-107,-11,-4,7755,-762,-3441,-107,-11,-4,-617,5318,5946,69,80,-7,-617,5318,5946,69,80,-7,1616
7781,-771,-3433,-105,-14,-4,7781,-771,-3433,-105,-14,-4,-634,5334,5937,75,41,-14,-634,5334,5937,75,41,-14,1620
7777,-778,-3438,-106,-13,-4,7777,-778,-3438,-106,-13,-4,-621,5354,5944,63,57,10,-621,5354,5944,63,57,10,1611
7779,-746,-3457,-109,-14,-2,7779,-746,-3457,-109,-14,-2,-614,5352,5954,55,46,-1,-614,5352,5954,55,46,-1,1615
7782,-762,-3466,-112,-9,-5,7782,-762,-3466,-112,-9,-5,-632,5372,5941,76,40,-15,-632,5372,5941,76,40,-15,1621
7776,-770,-3464,-105,-17,-3,7776,-770,-3464,-105,-17,-3,-667,5358,5945,43,43,6,-667,5358,5945,43,43,6,1622
7753,-785,-3458,-108,-12,-4,7753,-785,-3458,-108,-12,-4,-605,5417,5939,51,66,9,-605,5417,5939,51,66,9,1615
7781,-741,-3456,-116,-6,-2,7781,-741,-3456,-116,-6,-2,-629,5352,5941,63,61,-2,-629,5352,5941,63,61,-2,1620
7772,-757,-3420,-112,-11,-3,7772,-757,-3420,-112,-11,-3,-604,5362,5964,40,67,12,-604,5362,5964,40,67,12,1620
7749,-773,-3445,-107,-13,-6,7749,-773,-3445,-107,-13,-6,-686,5392,5965,52,55,10,-686,5392,5965,52,55,10,1625
7776,-766,-3415,-109,-12,-4,7776,-766,-3415,-109,-12,-4,-642,5338,5946,51,44,9,-642,5338,5946,51,44,9,1622
7762,-752,-3453,-110,-13,-4,7762,-752,-3453,-110,-13,-4,-621,5338,5950,36,55,23,-621,5338,5950,36,55,23,1620
7762,-762,-3437,-113,-12,-1,7762,-762,-3437,-113,-12,-1,-615,5356,5925,43,66,12,-615,5356,5925,43,66,12,1620
7777,-767,-3438,-108,-12,-2,7777,-767,-3438,-108,-12,-2,-622,5393,5999,54,36,16,-622,5393,5999,54,36,16,1613
7777,-740,-3428,-111,-12,-3,7777,-740,-3428,-111,-12,-3,-644,5294,5954,28,46,30,-644,5294,5954,28,46,30,1616
7782,-755,-3461,-114,-11,-4,7782,-755,-3461,-114,-11,-4,-665,5378,5960,22,63,31,-665,5378,5960,22,63,31,1615
7772,-778,-3479,-110,-14,-3,7772,-778,-3479,-110,-14,-3,-676,5360,5950,46,53,18,-676,5360,5950,46,53,18,1622
7763,-806,-3457,-110,-12,-6,7763,-806,-3457,-110,-12,-6,-631,5407,5956,71,59,-2,-631,5407,5956,71,59,-2,1620
7770,-769,-3441,-105,-15,-3,7770,-769,-3441,-105,-15,-3,-606,5315,5930,79,41,-13,-606,5315,5930,79,41,-13,1620
7765,-783,-3396,-115,-8,-3,7765,-783,-3396,-115,-8,-3,-654,5398,5975,41,44,15,-654,5398,5975,41,44,15,1617
7780,-761,-3466,-111,-13,-2,7780,-761,-3466,-111,-13,-2,-588,5371,5929,42,44,21,-588,5371,5929,42,44,21,1617
7776,-794,-3448,-113,-13,-4,7776,-794,-3448,-113,-13,-4,-624,5345,5915,49,38,19,-624,5345,5915,49,38,19,1624
7748,-770,-3466,-107,-14,-2,7748,-770,-3466,-107,-14,-2,-657,5347,5956,53,44,17,-657,5347,5956,53,44,17,1621
7742,-773,-3452,-110,-12,-3,7742,-773,-3452,-110,-12,-3,-640,5339,5973,60,51,14,-640,5339,5973,60,51,14,1611
7751,-772,-3486,-108,-15,-5,7751,-772,-3486,-108,-15,-5,-648,5368,5977,66,75,-5,-648,5368,5977,66,75,-5,1616
7781,-754,-3444,-112,-13,-3,7781,-754,-3444,-112,-13,-3,-626,5373,5947,74,51,-7,-626,5373,5947,74,51,-7,1620
7749,-761,-3509,-113,-12,-1,7749,-761,-3509,-113,-12,-1,-673,5366,5963,50,46,4,-673,5366,5963,50,46,4,1625
7737,-754,-3442,-112,-10,-4,7737,-754,-3442,-112,-10,-4,-612,5316,5925,68,64,5,-612,5316,5925,68,64,5,1616
7765,-759,-3432,-113,-11,-2,7765,-759,-3432,-113,-11,-2,-610,5357,5937,42,66,12,-610,5357,5937,42,66,12,1620
7759,-774,-3455,-111,-14,-6,7759,-774,-3455,-111,-14,-6,-634,5343,5936,41,59,21,-634,5343,5936,41,59,21,1620
7780,-773,-3454,-112,-11,-2,7780,-773,-3454,-112,-11,-2,-669,5362,5952,55,43,6,-669,5362,5952,55,43,6,1624
7764,-779,-3471,-107,-14,-1,7764,-779,-3471,-107,-14,-1,-669,5366,6015,38,36,15,-669,5366,6015,38,36,15,1624
7770,-780,-3462,-111,-12,-4,7770,-780,-3462,-111,-12,-4,-628,5344,5905,46,39,15,-628,5344,5905,46,39,15,1624
7767,-771,-3443,-106,-13,-6,7767,-771,-3443,-106,-13,-6,-628,5387,5897,67,47,-3,-628,5387,5897,67,47,-3,1618
7772,-776,-3459,-110,-13,-5,7772,-776,-3459,-110,-13,-5,-670,5344,5947,45,45,15,-670,5344,5947,45,45,15,1626
7776,-770,-3431,-111,-8,-2,7776,-770,-3431,-111,-8,-2,-631,5330,5958,54,52,2,-631,5330,5958,54,52,2,1620
7778,-777,-3444,-106,-13,-4,7778,-777,-3444,-106,-13,-4,-649,5375,6008,70,76,-9,-649,5375,6008,70,76,-9,1620
7738,-757,-3426,-111,-14,-4,7738,-757,-3426,-111,-14,-4,-684,5388,5966,45,54,10,-684,5388,5966,45,54,10,1624
7772,-755,-3502,-105,-14,-4,7772,-755,-3502,-105,-14,-4,-641,5415,5929,52,68,2,-641,5415,5929,52,68,2,1620
7765,-763,-3465,-106,-11,-2,7765,-763,-3465,-106,-11,-2,-664,5323,5951,38,46,21,-664,5323,5951,38,46,21,1622
7762,-771,-3482,-108,-11,-4,7762,-771,-3482,-108,-11,-4,-664,5321,5937,44,39,18,-664,5321,5937,44,39,18,1626
7764,-763,-3443,-112,-13,-5,7764,-763,-3443,-112,-13,-5,-667,5345,5959,43,51,16,-667,5345,5959,43,51,16,1622
7763,-779,-3475,-110,-11,0,7763,-779,-3475,-110,-11,0,-654,5375,5998,38,45,17,-654,5375,5998,38,45,17,1622
7755,-775,-3453,-112,-11,-5,7755,-775,-3453,-112,-11,-5,-659,5368,5976,70,80,0,-659,5368,5976,70,80,0,1622
7770,-772,-3436,-105,-15,-3,7770,-772,-3436,-105,-15,-3,-617,5322,5939,81,43,-15,-617,5322,5939,81,43,-15,1620
7760,-760,-3450,-108,-13,-2,7760,-760,-3450,-108,-13,-2,-669,5373,5987,40,46,14,-669,5373,5987,40,46,14,1622
7738,-792,-3440,-116,-9,-4,7738,-792,-3440,-116,-9,-4,-651,5337,5948,52,39,0,-651,5337,5948,52,39,0,1617
7768,-776,-3478,-108,-16,-4,7768,-776,-3478,-108,-16,-4,-651,5369,5972,47,39,23,-651,5369,5972,47,39,23,1624
7762,-753,-3445,-108,-13,-4,7762,-753,-3445,-108,-13,-4,-600,5417,5953,43,37,16,-600,5417,5953,43,37,16,1619
7766,-749,-3457,-110,-13,-3,7766,-749,-3457,-110,-13,-3,-582,5380,5965,34,40,21,-582,5380,5965,34,40,21,1617
7748,-796,-3425,-117,-8,-2,7748,-796,-3425,-117,-8,-2,-647,5360,5989,42,52,18,-647,5360,5989,42,52,18,1620
7760,-764,-3474,-115,-9,-3,7760,-764,-3474,-115,-9,-3,-654,5320,5960,44,46,12,-654,5320,5960,44,46,12,1622
7760,-763,-3474,-114,-10,-4,7760,-763,-3474,-114,-10,-4,-656,5352,5953,53,57,7,-656,5352,5953,53,57,7,1625
7766,-744,-3453,-113,-12,-1,7766,-744,-3453,-113,-12,-1,-647,5384,5978,26,68,27,-647,5384,5978,26,68,27,1615
7779,-779,-3446,-108,-12,-1,7779,-779,-3446,-108,-12,-1,-633,5400,5950,50,53,13,-633,5400,5950,50,53,13,1611
7760,-746,-3448,-110,-10,-3,7760,-746,-3448,-110,-10,-3,-676,5335,5935,45,42,12,-676,5335,5935,45,42,12,1624
7760,-772,-3428,-114,-12,-1,7760,-772,-3428,-114,-12,-1,-642,5346,5940,43,63,13,-642,5346,5940,43,63,13,1620
7749,-753,-3480,-113,-10,-4,7749,-753,-3480,-113,-10,-4,-664,5333,5971,58,58,2,-664,5333,5971,58,58,2,1623
7759,-776,-3443,-107,-13,-4,7759,-776,-3443,-107,-13,-4,-659,5409,6006,61,61,2,-659,5409,6006,61,61,2,1620
7773,-766,-3451,-114,-12,-5,7773,-766,-3451,-114,-12,-5,-659,5338,5973,44,62,15,-659,5338,5973,44,62,15,1620
7744,-741,-3447,-108,-15,-5,7744,-741,-3447,-108,-15,-5,-679,5318,5926,59,48,-2,-679,5318,5926,59,48,-2,1620
7750,-768,-3508,-109,-13,-2,7750,-768,-3508,-109,-13,-2,-679,5373,5954,50,51,15,-679,5373,5954,50,51,15,1625
7772,-751,-3454,-108,-14,-3,7772,-751,-3454,-108,-14,-3,-648,5328,5962,60,43,4,-648,5328,5962,60,43,4,1620
7774,-768,-3428,-110,-11,-4,7774,-768,-3428,-110,-11,-4,-627,5405,5974,57,29,-6,-627,5405,5974,57,29,-6,1612
7755,-760,-3472,-109,-11,-4,7755,-760,-3472,-109,-11,-4,-653,5355,5966,56,55,4,-653,5355,5966,56,55,4,1625
7766,-766,-3439,-111,-11,-5,7766,-766,-3439,-111,-11,-5,-637,5385,6009,37,52,26,-637,5385,6009,37,52,26,1617
7767,-780,-3429,-112,-11,-3,7767,-780,-3429,-112,-11,-3,-624,5364,5952,51,47,14,-624,5364,5952,51,47,14,1614
7774,-755,-3409,-108,-14,-4,7774,-755,-3409,-108,-14,-4,-624,5316,5944,42,59,12,-624,5316,5944,42,59,12,1610
7765,-761,-3464,-104,-12,-5,7765,-761,-3464,-104,-12,-5,-606,5427,5957,62,44,-4,-606,5427,5957,62,44,-4,1618
7764,-761,-3426,-107,-13,-3,7764,-761,-3426,-107,-13,-3,-629,5306,5978,41,47,15,-629,5306,5978,41,47,15,1618
7781,-759,-3461,-111,-13,-2,7781,-759,-3461,-111,-13,-2,-595,5373,5931,42,44,21,-595,5373,5931,42,44,21,1617
7791,-774,-3451,-105,-12,-4,7791,-774,-3451,-105,-12,-4,-653,5411,6018,66,70,-2,-653,5411,6018,66,70,-2,1619
7763,-766,-3483,-113,-11,-2,7763,-766,-3483,-113,-11,-2,-610,5311,5894,31,47,11,-610,5311,5894,31,47,11,1615
7763,-750,-3446,-109,-13,-4,7763,-750,-3446,-109,-13,-4,-613,5375,5912,53,31,3,-613,5375,5912,53,31,3,1612
7769,-776,-3457,-107,-14,-4,7769,-776,-3457,-107,-14,-4,-603,5364,5978,63,24,0,-603,5364,5978,63,24,0,1612
7746,-770,-3464,-104,-14,-4,7746,-770,-3464,-104,-14,-4,-656,5346,5941,40,46,20,-656,5346,5941,40,46,20,1620
7764,-753,-3438,-113,-15,-3,7764,-753,-3438,-113,-15,-3,-625,5417,5942,51,43,8,-625,5417,5942,51,43,8,1615
7766,-786,-3445,-108,-13,-4,7766,-786,-3445,-108,-13,-4,-605,5424,5954,53,65,7,-605,5424,5954,53,65,7,1615
7769,-777,-3492,-108,-14,-4,7769,-777,-3492,-108,-14,-4,-631,5370,5928,43,57,13,-631,5370,5928,43,57,13,1622
7772,-777,-3429,-106,-14,-3,7772,-777,-3429,-106,-14,-3,-625,5327,5941,82,44,-16,-625,5327,5941,82,44,-16,1620
7759,-768,-3428,-115,-11,-2,7759,-768,-3428,-115,-11,-2,-645,5360,5962,44,61,15,-645,5360,5962,44,61,15,1620
7775,-763,-3459,-112,-10,-4,7775,-763,-3459,-112,-10,-4,-661,5356,5959,51,51,15,-661,5356,5959,51,51,15,1622
7769,-761,-3440,-108,-15,-2,7769,-761,-3440,-108,-15,-2,-636,5301,5948,59,40,1,-636,5301,5948,59,40,1,1620
7779,-775,-3450,-110,-13,-5,7779,-775,-3450,-110,-13,-5,-682,5344,5967,45,44,14,-682,5344,5967,45,44,14,1626
7757,-784,-3442,-112,-13,-2,7757,-784,-3442,-112,-13,-2,-621,5375,5964,73,28,4,-621,5375,5964,73,28,4,1621
7774,-755,-3427,-111,-13,-3,7774,-755,-3427,-111,-13,-3,-626,5318,5939,45,57,6,-626,5318,5939,45,57,6,1621
7764,-768,-3460,-113,-11,-4,7764,-768,-3460,-113,-11,-4,-640,5343,5962,59,58,2,-640,5343,5962,59,58,2,1623
7773,-754,-3445,-111,-8,-4,7773,-754,-3445,-111,-8,-4,-596,5377,5939,56,30,2,-596,5377,5939,56,30,2,1619
7744,-770,-3473,-108,-10,-5,7744,-770,-3473,-108,-10,-5,-675,5359,5965,57,56,-4,-675,5359,5965,57,56,-4,1620
7744,-779,-3442,-108,-11,-5,7744,-779,-3442,-108,-11,-5,-621,5369,6003,57,54,-1,-621,5369,6003,57,54,-1,1620
7757,-771,-3444,-105,-15,-5,7757,-771,-3444,-105,-15,-5,-637,5329,5943,58,58,12,-637,5329,5943,58,58,12,1620
7765,-760,-3454,-115,-11,-3,7765,-760,-3454,-115,-11,-3,-626,5309,5948,57,50,9,-626,5309,5948,57,50,9,1616
7793,-761,-3497,-110,-11,-4,7793,-761,-3497,-110,-11,-4,-673,5370,5926,45,52,9,-673,5370,5926,45,52,9,1621
7765,-794,-3490,-112,-11,-4,7765,-794,-3490,-112,-11,-4,-643,5327,5950,38,48,17,-643,5327,5950,38,48,17,1622
7741,-779,-3461,-114,-14,-3,7741,-779,-3461,-114,-14,-3,-681,5327,5987,40,52,12,-681,5327,5987,40,52,12,1624
7762,-757,-3438,-112,-10,-2,7762,-757,-3438,-112,-10,-2,-669,5362,5964,54,45,9,-669,5362,5964,54,45,9,1622
7767,-787,-3424,-111,-12,-4,7767,-787,-3424,-111,-12,-4,-614,5354,5949,50,47,15,-614,5354,5949,50,47,15,1614
7783,-776,-3453,-105,-13,-5,7783,-776,-3453,-105,-13,-5,-661,5365,5962,64,43,1,-661,5365,5962,64,43,1,1621
7783,-745,-3456,-109,-13,-1,7783,-745,-3456,-109,-13,-1,-611,5354,5948,56,46,-1,-611,5354,5948,56,46,-1,1615
7786,-769,-3444,-114,-12,-3,7786,-769,-3444,-114,-12,-3,-633,5364,5943,57,33,16,-633,5364,5943,57,33,16,1621
7749,-769,-3442,-111,-13,-4,7749,-769,-3442,-111,-13,-4,-671,5367,5968,46,47,7,-671,5367,5968,46,47,7,1621
7792,-753,-3469,-107,-15,-5,7792,-753,-3469,-107,-15,-5,-693,5348,5962,59,55,13,-693,5348,5962,59,55,13,1624
7772,-778,-3440,-111,-13,-2,7772,-778,-3440,-111,-13,-2,-620,5353,5967,52,60,8,-620,5353,5967,52,60,8,1618
7747,-754,-3472,-105,-13,-2,7747,-754,-3472,-105,-13,-2,-655,5392,5936,46,44,10,-655,5392,5936,46,44,10,1622
7758,-758,-3482,-107,-11,-3,7758,-758,-3482,-107,-11,-3,-651,5318,5931,38,46,23,-651,5318,5931,38,46,23,1622
7770,-760,-3474,-113,-11,-2,7770,-760,-3474,-113,-11,-2,-662,5327,5917,55,64,17,-662,5327,5917,55,64,17,1620
7748,-793,-3445,-110,-11,-5,7748,-793,-3445,-110,-11,-5,-629,5389,5976,73,48,-4,-629,5389,5976,73,48,-4,1620
7754,-782,-3442,-114,-11,-2,7754,-782,-3442,-114,-11,-2,-676,5368,5928,44,38,6,-676,5368,5928,44,38,6,1622
7735,-770,-3414,-113,-12,-5,7735,-770,-3414,-113,-12,-5,-681,5317,5965,61,46,-2,-681,5317,5965,61,46,-2,1620
7766,-768,-3453,-110,-12,-5,7766,-768,-3453,-110,-12,-5,-676,5325,5981,41,50,21,-676,5325,5981,41,50,21,1622
7785,-780,-3456,-108,-13,-3,7785,-780,-3456,-108,-13,-3,-623,5370,5939,50,54,11,-623,5370,5939,50,54,11,1611
7769,-761,-3453,-114,-12,-5,7769,-761,-3453,-114,-12,-5,-663,5335,5968,44,62,15,-663,5335,5968,44,62,15,1620
7762,-780,-3493,-112,-9,-3,7762,-780,-3493,-112,-9,-3,-665,5315,5925,53,52,18,-665,5315,5925,53,52,18,1625
7775,-771,-3450,-111,-12,-3,7775,-771,-3450,-111,-12,-3,-664,5402,5926,57,55,2,-664,5402,5926,57,55,2,1620
7768,-753,-3442,-110,-11,-5,7768,-753,-3442,-110,-11,-5,-636,5385,6000,34,51,26,-636,5385,6000,34,51,26,1617
7762,-760,-3466,-108,-14,-3,7762,-760,-3466,-108,-14,-3,-624,5338,5949,38,45,33,-624,5338,5949,38,45,33,1618
7744,-765,-3456,-110,-12,-3,7744,-765,-3456,-110,-12,-3,-643,5417,6006,67,58,-5,-643,5417,6006,67,58,-5,1621
7759,-769,-3480,-111,-13,-4,7759,-769,-3480,-111,-13,-4,-671,5390,5986,63,51,16,-671,5390,5986,63,51,16,1611
7776,-765,-3437,-111,-11,-4,7776,-765,-3437,-111,-11,-4,-642,5332,5931,49,45,10,-642,5332,5931,49,45,10,1622
7740,-750,-3453,-101,-17,-6,7740,-750,-3453,-101,-17,-6,-675,5380,5953,44,65,4,-675,5380,5953,44,65,4,1620
7744,-765,-3458,-110,-12,-3,7744,-765,-3458,-110,-12,-3,-648,5419,6017,67,59,-5,-648,5419,6017,67,59,-5,1621
7757,-770,-3465,-112,-14,-4,7757,-770,-3465,-112,-14,-4,-654,5376,5964,56,46,9,-654,5376,5964,56,46,9,1624
7767,-770,-3432,-113,-13,-3,7767,-770,-3432,-113,-13,-3,-669,5335,5950,53,39,22,-669,5335,5950,53,39,22,1624
7778,-1013,-3431,-110,-13,-4,7778,-1013,-3431,-110,-13,-4,-661,5368,5936,44,45,14,-661,5368,5936,44,45,14,1621
7799,-785,-3444,-112,-10,-3,7799,-785,-3444,-112,-10,-3,-634,5347,5988,53,52,2,-634,5347,5988,53,52,2,1620
7756,-769,-3467,-109,-13,-6,7756,-769,-3467,-109,-13,-6,-622,5340,5905,65,50,8,-622,5340,5905,65,50,8,1611
7765,-773,-3469,-107,-14,-5,7765,-773,-3469,-107,-14,-5,-646,5342,5928,56,48,0,-646,5342,5928,56,48,0,1625
7766,-764,-3469,-107,-9,-4,7766,-764,-3469,-107,-9,-4,-672,5338,5988,39,33,7,-672,5338,5988,39,33,7,1619
7765,-760,-3445,-111,-10,-4,7765,-760,-3445,-111,-10,-4,-622,5425,5949,47,64,12,-622,5425,5949,47,64,12,1615
7750,-775,-3442,-106,-15,-4,7750,-775,-3442,-106,-15,-4,-684,5350,5983,47,47,9,-684,5350,5983,47,47,9,1622
7790,-754,-3435,-109,-10,-5,7790,-754,-3435,-109,-10,-5,-577,5388,5899,56,30,2,-577,5388,5899,56,30,2,1619
7754,-725,-3447,-110,-10,-5,7754,-725,-3447,-110,-10,-5,-631,5402,5949,75,48,-6,-631,5402,5949,75,48,-6,1620
7780,-760,-3441,-110,-13,-4,7780,-760,-3441,-110,-13,-4,-685,5346,5951,44,64,16,-685,5346,5951,44,64,16,1620
7745,-763,-3442,-114,-10,-4,7745,-763,-3442,-114,-10,-4,-598,5325,5921,68,62,5,-598,5325,5921,68,62,5,1616
7759,-759,-3459,-112,-8,-2,7759,-759,-3459,-112,-8,-2,-668,5368,5953,40,47,24,-668,5368,5953,40,47,24,1618
7730,-784,-3446,-110,-12,-3,7730,-784,-3446,-110,-12,-3,-638,5317,5924,57,60,15,-638,5317,5924,57,60,15,1610
7766,-766,-3474,-105,-14,-5,7766,-766,-3474,-105,-14,-5,-646,5339,5954,33,44,33,-646,5339,5954,33,44,33,1620
7761,-763,-3417,-109,-13,-4,7761,-763,-3417,-109,-13,-4,-618,5314,5955,53,64,4,-618,5314,5955,53,64,4,1620
7756,-771,-3460,-120,-7,-2,7756,-771,-3460,-120,-7,-2,-648,5363,5975,60,56,6,-648,5363,5975,60,56,6,1623
7777,-729,-3446,-112,-8,-1,7777,-729,-3446,-112,-8,-1,-631,5372,5961,50,28,14,-631,5372,5961,50,28,14,1614
7783,-785,-3446,-113,-10,0,7783,-785,-3446,-113,-10,0,-639,5350,5934,66,52,9,-639,5350,5934,66,52,9,1625
7761,-758,-3460,-111,-12,-2,7761,-758,-3460,-111,-12,-2,-635,5401,5998,56,49,-8,-635,5401,5998,56,49,-8,1615
7771,-767,-3472,-109,-16,-3,7771,-767,-3472,-109,-16,-3,-658,5401,5969,27,48,23,-658,5401,5969,27,48,23,1620
7778,-756,-3466,-114,-10,-5,7778,-756,-3466,-114,-10,-5,-643,5382,5942,76,38,-15,-643,5382,5942,76,38,-15,1621
7750,-775,-3450,-109,-15,0,7750,-775,-3450,-109,-15,0,-630,5431,6002,56,46,6,-630,5431,6002,56,46,6,1617
7781,-783,-3429,-105,-13,-3,7781,-783,-3429,-105,-13,-3,-632,5355,5955,62,58,10,-632,5355,5955,62,58,10,1611
7782,-742,-3460,-110,-15,-3,7782,-742,-3460,-110,-15,-3,-650,5351,5964,27,53,24,-650,5351,5964,27,53,24,1620
7780,-775,-3398,-114,-9,-3,7780,-775,-3398,-114,-9,-3,-647,5380,5970,39,43,16,-647,5380,5970,39,43,16,1617
7761,-761,-3455,-103,-13,-6,7761,-761,-3455,-103,-13,-6,-640,5432,5985,56,48,-6,-640,5432,5985,56,48,-6,1618
7757,-773,-3473,-110,-13,-4,7757,-773,-3473,-110,-13,-4,-660,5280,5960,60,52,-5,-660,5280,5960,60,52,-5,1621
7752,-753,-3450,-111,-10,-3,7752,-753,-3450,-111,-10,-3,-656,5338,6008,48,56,11,-656,5338,6008,48,56,11,1622
7761,-764,-3450,-111,-14,-4,7761,-764,-3450,-111,-14,-4,-653,5385,5967,59,28,12,-653,5385,5967,59,28,12,1613
7757,-757,-3447,-108,-9,-3,7757,-757,-3447,-108,-9,-3,-679,5337,5965,38,35,6,-679,5337,5965,38,35,6,1619
7767,-757,-3467,-107,-16,-2,7767,-757,-3467,-107,-16,-2,-632,5361,5959,84,54,-16,-632,5361,5959,84,54,-16,1620
7756,-772,-3440,-110,-12,-3,7756,-772,-3440,-110,-12,-3,-650,5327,5940,54,41,8,-650,5327,5940,54,41,8,1625
7772,-770,-3484,-108,-14,-3,7772,-770,-3484,-108,-14,-3,-631,5365,5930,43,58,13,-631,5365,5930,43,58,13,1622
